respondent_id,topic
610,Democracy
610,Safe societies
611,Air & water pollution
611,Energy issues / energy efficiency
611,Wars and conflicts in the world
611,Animal health & welfare
611,The country's economy
611,Safe societies
612,Climate change
612,Biodiversity - animals
612,plants & ecosystems
612,Air & water pollution
612,Labour conditions and opportunities in Sweden
612,Circular economy - recycling & reuse of materials
612,Sustainable transport
612,Energy issues / energy efficiency
612,Sustainable agriculture & food production
612,Wars and conflicts in the world
612,Animal health & welfare
612,Ethical issues (e.g. corruption)
612,Diversity
612,anti-racism & inclusive societies
612,Public health & well-being - people's physical and mental health / ill-health
612,The country's economy
612,Democracy
612,Safe societies
613,Air & water pollution
613,Energy issues / energy efficiency
613,Sustainable agriculture & food production
613,The country's economy
614,Climate change
614,Air & water pollution
614,Energy issues / energy efficiency
615,None of the above
616,Wars and conflicts in the world
616,Public health & well-being - people's physical and mental health / ill-health
616,The country's economy
616,Safe societies
617,Animal health & welfare
618,Circular economy - recycling & reuse of materials
618,Sustainable transport
619,Diversity
619,anti-racism & inclusive societies
619,Gender equality & feminism
619,Public health & well-being - people's physical and mental health / ill-health
619,Safe societies
620,Climate change
620,Biodiversity - animals
620,plants & ecosystems
620,Air & water pollution
620,Circular economy - recycling & reuse of materials
620,Sustainable transport
620,Energy issues / energy efficiency
620,Sustainable finance
620,Sustainable agriculture & food production
620,Wars and conflicts in the world
620,Ethical issues (e.g. corruption)
620,Diversity
620,anti-racism & inclusive societies
620,Gender equality & feminism
620,Human rights
620,poverty and hunger in the world
620,Polarisation of opinions in society
620,Public health & well-being - people's physical and mental health / ill-health
620,The country's economy
620,Democracy
621,Wars and conflicts in the world
622,Circular economy - recycling & reuse of materials
622,Wars and conflicts in the world
622,Ethical issues (e.g. corruption)
622,Human rights
622,poverty and hunger in the world
622,Public health & well-being - people's physical and mental health / ill-health
622,The country's economy
622,Democracy
623,Climate change
623,Biodiversity - animals
623,plants & ecosystems
623,Air & water pollution
623,Sustainable transport
623,Sustainable agriculture & food production
623,Wars and conflicts in the world
623,Animal health & welfare
623,Ethical issues (e.g. corruption)
623,Diversity
623,anti-racism & inclusive societies
623,Gender equality & feminism
623,Human rights
623,poverty and hunger in the world
623,Public health & well-being - people's physical and mental health / ill-health
624,Climate change
624,Air & water pollution
624,Wars and conflicts in the world
624,Labour conditions for suppliers / in the value chain abroad
624,Ethical issues (e.g. corruption)
624,Public health & well-being - people's physical and mental health / ill-health
624,Safe societies
625,Wars and conflicts in the world
625,Labour conditions for suppliers / in the value chain abroad
625,Public health & well-being - people's physical and mental health / ill-health
625,Safe societies
626,Climate change
626,Biodiversity - animals
626,plants & ecosystems
626,Air & water pollution
626,Circular economy - recycling & reuse of materials
626,Sustainable transport
626,Sustainable agriculture & food production
626,Wars and conflicts in the world
626,Animal health & welfare
626,Labour conditions for suppliers / in the value chain abroad
626,Ethical issues (e.g. corruption)
626,Diversity
626,anti-racism & inclusive societies
626,Gender equality & feminism
626,Human rights
626,poverty and hunger in the world
626,Polarisation of opinions in society
626,Public health & well-being - people's physical and mental health / ill-health
626,Democracy
627,Climate change
627,Biodiversity - animals
627,plants & ecosystems
627,Air & water pollution
627,Energy issues / energy efficiency
627,Wars and conflicts in the world
627,Animal health & welfare
627,Labour conditions for suppliers / in the value chain abroad
627,Ethical issues (e.g. corruption)
627,Diversity
627,anti-racism & inclusive societies
627,Gender equality & feminism
627,Human rights
627,poverty and hunger in the world
627,Polarisation of opinions in society
627,Public health & well-being - people's physical and mental health / ill-health
627,The country's economy
627,Democracy
630,Sustainable finance
630,Sustainable agriculture & food production
630,Wars and conflicts in the world
630,Animal health & welfare
630,Ethical issues (e.g. corruption)
630,Polarisation of opinions in society
630,Democracy
630,Safe societies
631,Air & water pollution
631,Democracy
632,Air & water pollution
632,Labour conditions and opportunities in Sweden
632,Circular economy - recycling & reuse of materials
632,Sustainable agriculture & food production
632,Wars and conflicts in the world
632,Animal health & welfare
632,Labour conditions for suppliers / in the value chain abroad
632,Human rights
632,poverty and hunger in the world
632,Polarisation of opinions in society
632,Public health & well-being - people's physical and mental health / ill-health
632,The country's economy
632,Democracy
632,Safe societies
633,Sustainable agriculture & food production
633,Wars and conflicts in the world
633,Polarisation of opinions in society
633,Public health & well-being - people's physical and mental health / ill-health
634,Air & water pollution
634,Sustainable finance
634,Sustainable agriculture & food production
634,Wars and conflicts in the world
634,Animal health & welfare
634,Ethical issues (e.g. corruption)
634,Human rights
634,poverty and hunger in the world
635,Climate change
635,Air & water pollution
635,Sustainable agriculture & food production
635,Wars and conflicts in the world
635,Charitable giving
635,Gender equality & feminism
635,Human rights
635,poverty and hunger in the world
635,Public health & well-being - people's physical and mental health / ill-health
635,Safe societies
636,Labour conditions and opportunities in Sweden
636,Energy issues / energy efficiency
636,Wars and conflicts in the world
636,Diversity
636,anti-racism & inclusive societies
636,Polarisation of opinions in society
636,Public health & well-being - people's physical and mental health / ill-health
636,The country's economy
636,Safe societies
637,Climate change
637,Biodiversity - animals
637,plants & ecosystems
637,Air & water pollution
637,Labour conditions and opportunities in Sweden
637,Energy issues / energy efficiency
637,Animal health & welfare
637,Labour conditions for suppliers / in the value chain abroad
637,Democracy
637,Safe societies
638,Labour conditions and opportunities in Sweden
638,Sustainable finance
638,Wars and conflicts in the world
638,Animal health & welfare
638,Ethical issues (e.g. corruption)
638,Public health & well-being - people's physical and mental health / ill-health
638,The country's economy
638,Safe societies
639,Circular economy - recycling & reuse of materials
639,Wars and conflicts in the world
639,Animal health & welfare
639,Labour conditions for suppliers / in the value chain abroad
639,Human rights
639,poverty and hunger in the world
