respondent_id,brand,perception_type,perception
437,GoodMorning Hotels,social,3. Neither good nor poor responsibility
438,GoodMorning Hotels,social,Don´t know
440,GoodMorning Hotels,social,Don´t know
446,GoodMorning Hotels,social,3. Neither good nor poor responsibility
448,GoodMorning Hotels,social,Don´t know
451,GoodMorning Hotels,social,Don´t know
453,GoodMorning Hotels,social,Don´t know
457,GoodMorning Hotels,social,Don´t know
461,GoodMorning Hotels,social,4. Fairly good responsibility
462,GoodMorning Hotels,social,3. Neither good nor poor responsibility
466,GoodMorning Hotels,social,Don´t know
468,GoodMorning Hotels,social,Don´t know
473,GoodMorning Hotels,social,Don´t know
475,GoodMorning Hotels,social,Don´t know
483,GoodMorning Hotels,social,Don´t know
484,GoodMorning Hotels,social,3. Neither good nor poor responsibility
489,GoodMorning Hotels,social,Don´t know
491,GoodMorning Hotels,social,5. Very good responsibility
495,GoodMorning Hotels,social,3. Neither good nor poor responsibility
497,GoodMorning Hotels,social,3. Neither good nor poor responsibility
499,GoodMorning Hotels,social,3. Neither good nor poor responsibility
502,GoodMorning Hotels,social,3. Neither good nor poor responsibility
509,GoodMorning Hotels,social,4. Fairly good responsibility
510,GoodMorning Hotels,social,3. Neither good nor poor responsibility
512,GoodMorning Hotels,social,3. Neither good nor poor responsibility
514,GoodMorning Hotels,social,2. Fairly poor responsibility
516,GoodMorning Hotels,social,5. Very good responsibility
521,GoodMorning Hotels,social,3. Neither good nor poor responsibility
522,GoodMorning Hotels,social,Don´t know
523,GoodMorning Hotels,social,3. Neither good nor poor responsibility
527,GoodMorning Hotels,social,3. Neither good nor poor responsibility
537,GoodMorning Hotels,social,3. Neither good nor poor responsibility
540,GoodMorning Hotels,social,Don´t know
547,GoodMorning Hotels,social,3. Neither good nor poor responsibility
551,GoodMorning Hotels,social,Don´t know
552,GoodMorning Hotels,social,Don´t know
554,GoodMorning Hotels,social,4. Fairly good responsibility
556,GoodMorning Hotels,social,3. Neither good nor poor responsibility
558,GoodMorning Hotels,social,4. Fairly good responsibility
560,GoodMorning Hotels,social,Don´t know
561,GoodMorning Hotels,social,3. Neither good nor poor responsibility
565,GoodMorning Hotels,social,Don´t know
570,GoodMorning Hotels,social,Don´t know
577,GoodMorning Hotels,social,3. Neither good nor poor responsibility
586,GoodMorning Hotels,social,Don´t know
588,GoodMorning Hotels,social,Don´t know
591,GoodMorning Hotels,social,4. Fairly good responsibility
593,GoodMorning Hotels,social,3. Neither good nor poor responsibility
594,GoodMorning Hotels,social,Don´t know
600,GoodMorning Hotels,social,Don´t know
601,GoodMorning Hotels,social,Don´t know
606,GoodMorning Hotels,social,Don´t know
608,GoodMorning Hotels,social,Don´t know
609,GoodMorning Hotels,social,Don´t know
616,GoodMorning Hotels,social,3. Neither good nor poor responsibility
617,GoodMorning Hotels,social,Don´t know
620,GoodMorning Hotels,social,Don´t know
624,GoodMorning Hotels,social,4. Fairly good responsibility
626,GoodMorning Hotels,social,Don´t know
638,GoodMorning Hotels,social,4. Fairly good responsibility
648,GoodMorning Hotels,social,Don´t know
1,Quality Hotel,social,3. Neither good nor poor responsibility
3,Quality Hotel,social,Don´t know
5,Quality Hotel,social,4. Fairly good responsibility
7,Quality Hotel,social,Don´t know
8,Quality Hotel,social,5. Very good responsibility
13,Quality Hotel,social,Don´t know
14,Quality Hotel,social,4. Fairly good responsibility
16,Quality Hotel,social,Don´t know
18,Quality Hotel,social,Don´t know
20,Quality Hotel,social,3. Neither good nor poor responsibility
24,Quality Hotel,social,Don´t know
25,Quality Hotel,social,5. Very good responsibility
26,Quality Hotel,social,4. Fairly good responsibility
27,Quality Hotel,social,4. Fairly good responsibility
29,Quality Hotel,social,5. Very good responsibility
42,Quality Hotel,social,4. Fairly good responsibility
46,Quality Hotel,social,Don´t know
51,Quality Hotel,social,4. Fairly good responsibility
58,Quality Hotel,social,Don´t know
68,Quality Hotel,social,Don´t know
77,Quality Hotel,social,4. Fairly good responsibility
80,Quality Hotel,social,Don´t know
85,Quality Hotel,social,Don´t know
86,Quality Hotel,social,3. Neither good nor poor responsibility
88,Quality Hotel,social,3. Neither good nor poor responsibility
92,Quality Hotel,social,5. Very good responsibility
96,Quality Hotel,social,Don´t know
97,Quality Hotel,social,Don´t know
106,Quality Hotel,social,5. Very good responsibility
107,Quality Hotel,social,4. Fairly good responsibility
108,Quality Hotel,social,3. Neither good nor poor responsibility
111,Quality Hotel,social,Don´t know
115,Quality Hotel,social,4. Fairly good responsibility
116,Quality Hotel,social,Don´t know
120,Quality Hotel,social,5. Very good responsibility
123,Quality Hotel,social,4. Fairly good responsibility
127,Quality Hotel,social,4. Fairly good responsibility
128,Quality Hotel,social,3. Neither good nor poor responsibility
130,Quality Hotel,social,Don´t know
132,Quality Hotel,social,4. Fairly good responsibility
133,Quality Hotel,social,4. Fairly good responsibility
135,Quality Hotel,social,Don´t know
137,Quality Hotel,social,Don´t know
142,Quality Hotel,social,4. Fairly good responsibility
143,Quality Hotel,social,Don´t know
147,Quality Hotel,social,4. Fairly good responsibility
150,Quality Hotel,social,5. Very good responsibility
152,Quality Hotel,social,3. Neither good nor poor responsibility
159,Quality Hotel,social,Don´t know
160,Quality Hotel,social,3. Neither good nor poor responsibility
161,Quality Hotel,social,4. Fairly good responsibility
162,Quality Hotel,social,Don´t know
165,Quality Hotel,social,4. Fairly good responsibility
167,Quality Hotel,social,Don´t know
170,Quality Hotel,social,4. Fairly good responsibility
172,Quality Hotel,social,4. Fairly good responsibility
173,Quality Hotel,social,Don´t know
182,Quality Hotel,social,3. Neither good nor poor responsibility
184,Quality Hotel,social,4. Fairly good responsibility
185,Quality Hotel,social,5. Very good responsibility
186,Quality Hotel,social,4. Fairly good responsibility
187,Quality Hotel,social,Don´t know
188,Quality Hotel,social,4. Fairly good responsibility
189,Quality Hotel,social,4. Fairly good responsibility
193,Quality Hotel,social,Don´t know
194,Quality Hotel,social,4. Fairly good responsibility
195,Quality Hotel,social,5. Very good responsibility
196,Quality Hotel,social,Don´t know
199,Quality Hotel,social,3. Neither good nor poor responsibility
203,Quality Hotel,social,3. Neither good nor poor responsibility
207,Quality Hotel,social,Don´t know
208,Quality Hotel,social,Don´t know
209,Quality Hotel,social,5. Very good responsibility
210,Quality Hotel,social,4. Fairly good responsibility
211,Quality Hotel,social,5. Very good responsibility
214,Quality Hotel,social,Don´t know
215,Quality Hotel,social,Don´t know
217,Quality Hotel,social,3. Neither good nor poor responsibility
226,Quality Hotel,social,Don´t know
227,Quality Hotel,social,Don´t know
230,Quality Hotel,social,Don´t know
231,Quality Hotel,social,Don´t know
233,Quality Hotel,social,5. Very good responsibility
236,Quality Hotel,social,5. Very good responsibility
237,Quality Hotel,social,4. Fairly good responsibility
238,Quality Hotel,social,4. Fairly good responsibility
240,Quality Hotel,social,Don´t know
241,Quality Hotel,social,Don´t know
243,Quality Hotel,social,Don´t know
247,Quality Hotel,social,4. Fairly good responsibility
251,Quality Hotel,social,Don´t know
252,Quality Hotel,social,4. Fairly good responsibility
253,Quality Hotel,social,5. Very good responsibility
255,Quality Hotel,social,Don´t know
256,Quality Hotel,social,Don´t know
258,Quality Hotel,social,5. Very good responsibility
264,Quality Hotel,social,Don´t know
266,Quality Hotel,social,Don´t know
268,Quality Hotel,social,5. Very good responsibility
270,Quality Hotel,social,Don´t know
271,Quality Hotel,social,4. Fairly good responsibility
274,Quality Hotel,social,Don´t know
279,Quality Hotel,social,Don´t know
280,Quality Hotel,social,4. Fairly good responsibility
281,Quality Hotel,social,5. Very good responsibility
282,Quality Hotel,social,Don´t know
283,Quality Hotel,social,Don´t know
284,Quality Hotel,social,4. Fairly good responsibility
286,Quality Hotel,social,4. Fairly good responsibility
287,Quality Hotel,social,4. Fairly good responsibility
289,Quality Hotel,social,5. Very good responsibility
290,Quality Hotel,social,4. Fairly good responsibility
292,Quality Hotel,social,Don´t know
295,Quality Hotel,social,Don´t know
297,Quality Hotel,social,4. Fairly good responsibility
300,Quality Hotel,social,Don´t know
304,Quality Hotel,social,3. Neither good nor poor responsibility
306,Quality Hotel,social,Don´t know
308,Quality Hotel,social,4. Fairly good responsibility
311,Quality Hotel,social,4. Fairly good responsibility
314,Quality Hotel,social,Don´t know
315,Quality Hotel,social,3. Neither good nor poor responsibility
323,Quality Hotel,social,Don´t know
329,Quality Hotel,social,4. Fairly good responsibility
330,Quality Hotel,social,Don´t know
336,Quality Hotel,social,Don´t know
337,Quality Hotel,social,Don´t know
339,Quality Hotel,social,4. Fairly good responsibility
342,Quality Hotel,social,Don´t know
346,Quality Hotel,social,4. Fairly good responsibility
348,Quality Hotel,social,Don´t know
350,Quality Hotel,social,Don´t know
352,Quality Hotel,social,5. Very good responsibility
359,Quality Hotel,social,Don´t know
362,Quality Hotel,social,4. Fairly good responsibility
363,Quality Hotel,social,Don´t know
365,Quality Hotel,social,4. Fairly good responsibility
369,Quality Hotel,social,Don´t know
371,Quality Hotel,social,Don´t know
377,Quality Hotel,social,5. Very good responsibility
378,Quality Hotel,social,5. Very good responsibility
380,Quality Hotel,social,4. Fairly good responsibility
381,Quality Hotel,social,3. Neither good nor poor responsibility
390,Quality Hotel,social,4. Fairly good responsibility
391,Quality Hotel,social,3. Neither good nor poor responsibility
393,Quality Hotel,social,5. Very good responsibility
395,Quality Hotel,social,3. Neither good nor poor responsibility
396,Quality Hotel,social,4. Fairly good responsibility
397,Quality Hotel,social,4. Fairly good responsibility
399,Quality Hotel,social,5. Very good responsibility
400,Quality Hotel,social,Don´t know
401,Quality Hotel,social,Don´t know
404,Quality Hotel,social,Don´t know
405,Quality Hotel,social,4. Fairly good responsibility
406,Quality Hotel,social,5. Very good responsibility
413,Quality Hotel,social,4. Fairly good responsibility
414,Quality Hotel,social,5. Very good responsibility
427,Quality Hotel,social,3. Neither good nor poor responsibility
429,Quality Hotel,social,4. Fairly good responsibility
430,Quality Hotel,social,Don´t know
431,Quality Hotel,social,Don´t know
436,Quality Hotel,social,3. Neither good nor poor responsibility
437,Quality Hotel,social,3. Neither good nor poor responsibility
438,Quality Hotel,social,Don´t know
440,Quality Hotel,social,5. Very good responsibility
446,Quality Hotel,social,3. Neither good nor poor responsibility
448,Quality Hotel,social,Don´t know
451,Quality Hotel,social,Don´t know
453,Quality Hotel,social,Don´t know
455,Quality Hotel,social,4. Fairly good responsibility
457,Quality Hotel,social,5. Very good responsibility
461,Quality Hotel,social,Don´t know
462,Quality Hotel,social,3. Neither good nor poor responsibility
466,Quality Hotel,social,4. Fairly good responsibility
